"BroodRef","MeanTotalProRate","MeanA","MeanAdev","MeanAsim","MeanVisitRateDifference","MeanS","MeanMFVisit1","MeanSdev","MeanSsim","MeanEffectiveTime","MeanMVisit1RateH","MeanFVisit1RateH","MeanDVDInfoChickNb","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbHatched","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MixedBroodYN","ResMassTarsus","sdResMassTarsus"
"1802",53.4358824663918,32.5,1.54,30.96,16.5,15,78,1.395,13.605,87.6,35,18.5,4,2014,88,6387,5202,3,2,2.5,9,TRUE,TRUE,FALSE,5,FALSE,NA,NA,"52026387",2,"520263872014",4,4,21.1249995231628,16.8999996185303,17.4500002861023,3.41601624756553,0.960902810233327,TRUE,-0.329999395776787,1.815123084848
"1803",24.3485398910158,15.5,-1.16,16.66,2.5,3.5,33.5,-1.28,4.78,82.9,11.5,13,4,2014,89,6994,7002,1,1,1,1,FALSE,NA,NA,1,FALSE,NA,NA,"70026994",1,"700269942014",4,4,16.1285713740758,12,15.2571428843907,3.42381330058575,1.19547741651939,TRUE,-0.274365120599656,1.6548011267666
"1804",20.9267707082833,10.5,1.16,9.34,13,1.5,29.5,-0.12,1.62,86.65,16,5,2,2014,90,6290,7268,1,2,1.5,2,TRUE,NA,NA,6,TRUE,FALSE,FALSE,"72686290",2,"726862902014",2,2,22.9000005722046,21.1000003814697,17.3000001907349,2.54558468201145,1.6970560051079,TRUE,1.79058264948035,1.41470947804765
"1805",11.4935314227214,11.5,1.45,10.05,2,1,15.5,0.475,0.525,81.05,5.5,5.5,1,2014,92,6812,6435,2,1,1.5,2,FALSE,NA,NA,1,FALSE,FALSE,NA,"64356812",1,"643568122014",1,1,23.2000007629395,23.2000007629395,18.2999992370605,NA,NA,FALSE,-0.213286805981639,NA
"1806",25.4430971937817,27.5,4.63,22.87,4,5.5,37.5,1.33,4.17,88.45,11,15,5,2014,91,5294,6969,1,3,2,3,TRUE,NA,NA,11,FALSE,FALSE,TRUE,"69695294",1,"696952942014",5,4,19.0875000953674,11.8000001907349,17.2250000238419,4.42068968469695,0.853912498681647,TRUE,-1.84912705460623,2.49346047869646
"1807",16.2492894587254,15.5,2.09,13.41,3,2,23.5,-0.38,2.38,87.2,7.5,8.5,3,2014,91,6935,6808,1,1,1,3,TRUE,FALSE,FALSE,2,FALSE,NA,NA,"68086935",1,"680869352014",4,4,22.2333335876465,20.8999996185303,18.5333340962728,1.35030897866768,0.577350269189626,FALSE,-1.71752759348367,0.670309848529449
"1808",13.1223869251235,12,1.34,10.66,2.5,0.5,19.5,-0.97,1.47,88.85,8,5.5,3,2014,92,6776,6924,1,1,1,1,FALSE,FALSE,FALSE,2,FALSE,NA,NA,"69246776",1,"692467762014",4,1,17.7000007629395,17.7000007629395,18.2999992370605,NA,NA,FALSE,-5.71328680598164,NA
"1809",35.3788371718474,28.5,5.55,22.95,7.5,10.5,52,3.9,6.6,88.1,21.5,14,3,2014,85,6930,7203,1,1,1,2,TRUE,NA,NA,2,TRUE,NA,NA,"72036930",2,"720369302014",3,3,24.2666664123535,22.1000003814697,18.8333333333333,1.87705388471211,0.907377761160816,FALSE,-0.375354564063984,0.367358668659465
"1810",8.68746013093839,6,0.48,5.52,4,0,12.5,-0.155,0.155,86.3,3,6,1,2014,95,4976,5139,3,4,3.5,2,FALSE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"51394976",2,"513949762014",4,1,23.5,23.5,18.1000003814697,NA,NA,FALSE,0.547484163174823,NA
"1811",33.8469634052873,30.5,6.11,24.39,4.5,10.5,50,3.09,7.41,88.7,14.5,19,2,2014,96,6321,5517,3,2,2.5,8,FALSE,NA,NA,5,FALSE,NA,NA,"55176321",5,"551763212014",2,2,24.6999998092651,23.8999996185303,18.9499998092651,1.13137111963829,0.777817729045015,TRUE,-0.210805776113421,0.683764621701935
"1812",15.5216440172356,14.5,2.26,12.24,3.5,2,22.5,0.415,1.585,86.85,6,9.5,2,2014,95,7649,6786,1,1,1,2,FALSE,FALSE,FALSE,2,FALSE,NA,NA,"67867649",2,"678676492014",2,1,19.2999998728434,8,15.8333336512248,13.0107645040927,3.81837702301711,TRUE,1.5695936940661,4.10010028344011
"1815",19.4537530266344,10,-1.23,11.23,10,0.5,28.5,-1.095,1.595,88,5,15,2,2014,82,7132,7000,1,1,1,2,FALSE,NA,NA,2,FALSE,NA,NA,"70007132",2,"700071322014",2,2,NA,NA,NA,NA,NA,NA,NA,NA
"1817",15.630187843915,4.5,-0.17,4.67,10.5,0,18.5,-0.485,0.485,75.0500015258789,2.5,13,1.5,2014,85,6536,6391,2,2,2,3,FALSE,NA,NA,4,TRUE,TRUE,FALSE,"63916536",2,"639165362014",2,1,22.7999992370605,22.7999992370605,16.7999992370605,NA,NA,FALSE,2.84251943315009,NA
"1819",31.2079124579124,19.5,2.06,17.44,17.5,3,46,-1.1,4.1,88.55,7,24.5,3,2014,98,5284,3764,7,3,5,17,TRUE,NA,NA,9,TRUE,TRUE,FALSE,"37645284",9,"376452842014",3,3,22.5666662851969,19.8999996185303,18.0000006357829,2.75378527364305,0.346410381755466,FALSE,-0.155462953199247,2.12203377439588
"1820",22.5062274099011,20.5,2.31,18.19,1.5,2.5,33,-0.65,3.15,88,10.5,12,4,2014,99,5214,4757,5,3,4,11,TRUE,NA,NA,6,TRUE,NA,NA,"47575214",5,"475752142014",4,4,21.3375002145767,13.8000001907349,17.7000000476837,4.72616826505085,1.94935896680682,TRUE,-0.693466115912116,0.747497226664679
"1821",13.0117818317693,11,-0.149999999999999,11.15,1.5,1.5,19,0.59,0.91,87.8,6,7.5,2.5,2014,101,5407,7154,1,3,2,3,TRUE,NA,NA,8,TRUE,FALSE,FALSE,"71545407",2,"715454072014",3,2,22.8500003814697,21.5,18.1000003814697,1.90918884868337,1.27279166665609,TRUE,-0.102515455355475,1.06103098452097
"1823",6.7572331594146,5,0.0499999999999998,4.95,1.5,0,9,-0.43,0.43,80.85,3,3.5,1,2014,103,4576,4682,5,5,5,18,TRUE,TRUE,FALSE,9,TRUE,NA,NA,"46824576",9,"468245762014",1,1,23.7000007629395,23.7000007629395,17.7999992370605,NA,NA,TRUE,1.4386491156886,NA
"1824",26.8144748951836,24,3.16,20.84,9,3,39.5,-0.22,3.22,88.45,17.5,9.5,3.5,2014,104,6888,4722,5,1,3,11,TRUE,NA,NA,2,TRUE,NA,NA,"47226888",2,"472268882014",4,3,23.0333334604899,20.8999996185303,18.1333332061768,2.15019436334748,0.70237679013099,FALSE,0.00402306736303361,0.541755659507122
"1825",13.6400576556739,9.5,1.06,8.44,3,1.5,19,0.54,0.96,83.1,8.5,5.5,3,2014,104,6250,6532,2,2,2,3,TRUE,NA,NA,6,TRUE,TRUE,FALSE,"65326250",2,"653262502014",4,3,24.9000002543132,23.2000007629395,18.3000005086263,2.28691904163725,0.173204640273562,FALSE,1.48670975586742,2.45427174769061
"1827",14.7728596732154,11,0.710000000000001,10.29,3.5,1.5,21.5,0.255,1.245,87.4,6.5,8,2,2014,105,6643,6260,2,2,2,5,TRUE,NA,NA,5,TRUE,TRUE,FALSE,"62606643",4,"626066432014",4,2,24.4499998092651,24.3999996185303,18.0500001907349,0.0707109478584676,0.63639583332808,TRUE,1.61267800403549,1.41439896874378
"1829",21.2881099959097,21,4.15,16.85,2,3.5,31,0.475,3.025,87.35,11.5,9.5,3,2014,106,6555,6492,2,2,2,4,TRUE,FALSE,FALSE,4,TRUE,TRUE,NA,"64926555",3,"649265552014",5,3,24.1333332061768,22.5,19.0333334604899,1.76162806015997,0.0577352471605975,FALSE,-0.969462431861291,1.78211610327118
"1830",20.810246173974,17,0.560000000000002,16.44,1,3,30.5,0.085,2.915,87.95,10.5,10.5,2,2014,105,6919,6806,1,1,1,2,TRUE,NA,NA,1,FALSE,NA,NA,"68066919",1,"680669192014",3,2,27,26,18.8500003814697,1.4142135623731,0.919238276062818,TRUE,2.31958028066946,3.55937198109182
"1831",26.4513805707332,23,-0.550000000000001,23.55,2.5,5,38,0.62,4.38,85.2500015258789,13,13.5,3,2014,98,6323,6533,2,2,2,3,TRUE,NA,NA,4,TRUE,NA,NA,"65336323",2,"653363232014",4,3,21.1333332061768,18.3999996185303,16.3999999364217,2.49866627529861,1.05356509467711,FALSE,2.09740052836401,0.288650587135731
"1833",13.4831460674157,11,-0.56,11.56,1,0,20,-1.03,1.03,89,7,6,1,2014,105,7133,7074,1,1,1,1,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"70747133",1,"707471332014",3,1,23.5,23.5,17.2999992370605,NA,NA,FALSE,2.39058427441935,NA
"1835",17.3414634146341,14,1.61,12.39,3.5,2.5,24.5,0.8,1.7,86,10.5,7,2.5,2014,107,4961,7267,1,4,2.5,5,FALSE,FALSE,TRUE,13,TRUE,NA,NA,"72674961",3,"726749612014",4,2,23.0999994277954,22.8999996185303,17.3500003814697,0.282842442734738,1.20208206749682,FALSE,1.87538747347559,2.52236762546025
"1836",26.961442039476,23,1.02,21.98,9.5,4,40,-0.484999999999999,4.485,89.05,18,8.5,3,2014,106,6845,6280,2,1,1.5,5,FALSE,NA,NA,2,FALSE,TRUE,FALSE,"62806845",2,"628068452014",3,3,20.8666667938232,19.7999992370605,17.7666664123535,0.971254277688706,0.757187813026761,FALSE,-1.31789029712624,0.984709157712445
"1837",21.3946086704924,12,0.94,11.06,9,3,27.5,1.145,1.855,79.45,10,11,3,2014,107,7103,6830,1,1,1,3,FALSE,NA,NA,3,TRUE,NA,NA,"68307103",2,"683071032014",3,3,23.0333334604899,22.5,18.6666666666667,0.503322320948212,0.568623332356725,TRUE,-1.22470887537099,1.74828294241772
"1838",13.3903420786265,13,1.2,11.8,2.5,0,19.5,-0.875,0.875,87.45,6,7.5,2,2014,111,4872,5675,3,4,3.5,9,FALSE,FALSE,FALSE,12,FALSE,NA,NA,"56754872",9,"567548722014",2,2,24.25,24.2000007629395,18.25,0.0707095991592676,0.0707095991592676,TRUE,0.951904265531055,0.235719364168621
"1839",19.0564988765086,14.5,1.1,13.4,5,1.5,28,-0.395,1.895,88.15,12,7,3,2014,109,5140,4895,4,3,3.5,13,FALSE,FALSE,TRUE,9,FALSE,NA,NA,"48955140",8,"489551402014",3,3,24.3333333333333,23.5,19.0333334604899,0.763762615825973,0.493288428007569,FALSE,-0.769462304704791,1.32397261091224
"1840",16.7270693512304,15,1.65,13.35,4.5,1,25,-0.39,1.39,89.7,10.5,6,1,2014,111,6795,6894,1,1,1,2,FALSE,NA,NA,3,FALSE,NA,NA,"68946795",2,"689467952014",1,1,22.8999996185303,22.8999996185303,18.8999996185303,NA,NA,FALSE,-1.89561193525266,NA
"1841",23.3162553580034,24.5,4.35,20.15,2,2.5,34.5,-0.94,3.44,88.8,11.5,11.5,3.5,2014,109,6317,5466,3,2,2.5,9,FALSE,FALSE,FALSE,5,TRUE,NA,NA,"54666317",3,"546663172014",4,4,25.2666664123535,24.8999996185303,18.9666659037272,0.55075696237826,0.577350269189626,TRUE,0.317464281205296,1.89646153543863
"1842",16.9364824581518,14,1.3,12.7,5,1.5,25,-0.445,1.945,88.6,6,11,3,2014,109,4663,5424,3,5,4,6,FALSE,FALSE,FALSE,12,FALSE,NA,NA,"54244663",5,"542446632014",4,3,27.9666665395101,26.8999996185303,18.4666659037272,1.05039694412846,0.288675134594813,FALSE,4.16940033003214,0.592827411720276
"1846",22.9166666666667,22,4.61,17.39,4,3.5,34,0.425,3.075,89,9.5,13.5,2,2014,110,6897,7046,1,1,1,2,FALSE,NA,NA,2,FALSE,NA,NA,"70466897",1,"704668972014",2,2,21.5,21.3999996185303,18.25,0.141421895716935,0.0707095991592676,TRUE,-1.79809573446895,0.0235878692924184
"1847",20.6766481483133,15,3.2,11.8,9.5,4.5,30.5,2.315,2.185,88.6,5.5,15,3,2014,112,6920,6902,1,1,1,3,TRUE,FALSE,FALSE,3,TRUE,NA,NA,"69026920",3,"690269202014",4,3,25.2999998728434,24.7000007629395,18.4666665395101,0.871779176102132,0.585946972580263,FALSE,1.50273219860312,0.95018393468532
"1853",10.1649497769648,8,0.31,7.69,2.5,2,12.5,1.425,0.575,75.05,6.5,4,2,2014,112,6907,7113,1,1,1,2,TRUE,NA,NA,2,TRUE,NA,NA,"71136907",2,"711369072014",4,1,21.7000007629395,21.7000007629395,18.7999992370605,NA,NA,FALSE,-2.86522272765188,NA
"1855",15.6806722689075,8,0.25,7.75,9.5,1.5,23,0.755,0.745,87.95,3,12.5,3,2014,114,5014,4895,4,4,4,14,FALSE,NA,NA,10,TRUE,NA,NA,"48955014",2,"489550142014",3,3,21.0666669209798,18,17.6666673024495,3.26547593063998,0.83864960980722,TRUE,-0.887505036302699,2.13543580749974
"1856",21.1183209741809,14,1.3,12.7,8.5,2,31,-0.415,2.415,88.15,6,14.5,4,2014,115,6530,7200,1,2,1.5,2,FALSE,NA,NA,4,FALSE,NA,NA,"72006530",1,"720065302014",4,4,21.0250000953674,20.1000003814697,18.5749998092651,1.39851131081045,0.42720088674589,TRUE,-3.02185354875844,0.420198785787427
"1857",16.8673121490328,10.5,-0.210000000000001,10.71,5,0.5,24,-1.04,1.54,84.75,8,9,3.5,2014,114,5625,5195,3,3,3,7,TRUE,TRUE,FALSE,7,TRUE,TRUE,FALSE,"51955625",7,"519556252014",4,3,22.5999997456868,21.5,18.0666662851969,1.27671462311749,0.251661223633565,TRUE,-0.275718605312263,1.86237035402257
"1858",15.3223217521876,12.5,0,12.5,2.5,2.5,22.5,0.59,1.91,87.9,7.5,8,2.5,2014,106,6987,6386,2,1,1.5,4,TRUE,FALSE,FALSE,2,TRUE,NA,NA,"63866987",2,"638669872014",3,3,NA,NA,NA,NA,NA,NA,NA,NA
"1859",7.03204587916808,6,0.0800000000000001,5.92,1,0,10,-0.44,0.44,86,3.5,3.5,1,2014,117,4723,6461,2,5,3.5,4,FALSE,TRUE,FALSE,13,FALSE,TRUE,FALSE,"64614723",3,"646147232014",1,1,23.3999996185303,23.3999996185303,19.2999992370605,NA,NA,TRUE,-2.31715979373133,NA
"1864",13.754126797605,15,5.67,9.33,1.5,2,20,0.75,1.25,86.65,6.5,8,1,2014,121,6451,5623,4,2,3,9,TRUE,NA,NA,5,TRUE,FALSE,FALSE,"56236451",4,"562364512014",1,1,23.7999992370605,23.7999992370605,16.7999992370605,NA,NA,TRUE,3.84251943315009,NA
"1865",57.6112412177986,41,9.24,31.76,22,29,82,11.27,17.73,85.4,18,40,4,2014,124,4854,4929,4,4,4,8,TRUE,FALSE,TRUE,10,TRUE,FALSE,TRUE,"49294854",7,"492948542014",4,4,NA,NA,NA,NA,NA,NA,NA,NA
"1875",9.49152542372881,12,1.32,10.68,0,0,14,-0.42,0.42,88.5,5,5,2,2014,126,4059,4768,4,6,5,14,FALSE,NA,NA,19,FALSE,NA,NA,"47684059",10,"476840592014",2,2,25.3999996185303,25.3999996185303,19.3999996185303,0,0.848528676903551,TRUE,-0.547547856922901,1.98014865370937
"1876",16.289592760181,14,-0.779999999999999,14.78,6,2,24,0.51,1.49,88.4,11,5,4,2014,129,5294,7266,1,3,2,1,FALSE,NA,NA,12,FALSE,NA,NA,"72665294",1,"726652942014",4,3,NA,NA,NA,NA,NA,NA,NA,NA
"1877",20.2702702702703,22,-0.620000000000001,22.62,2,1,30,-2.44,3.44,88.8,9,11,2,2014,130,5589,6923,1,3,2,4,FALSE,TRUE,FALSE,9,FALSE,TRUE,FALSE,"69235589",1,"692355892014",3,2,NA,NA,NA,NA,NA,NA,NA,NA
"1880",10.9527416999242,5.5,0.0999999999999996,5.4,5,0,16,-0.36,0.36,87.65,3,8,2,2015,23,6290,6902,2,3,2.5,4,FALSE,TRUE,FALSE,8,FALSE,TRUE,FALSE,"69026290",1,"690262902015",2,1,15.25,9.89999961853027,14.6000003814697,7.5660430981757,2.82842712474619,FALSE,0.361035614866528,0.965551782290752
"1881",12.9840546697039,9,-0.56,9.56,3,1,19,0.03,0.97,87.8,8,5,3,2015,23,6643,7814,1,3,2,1,FALSE,FALSE,TRUE,6,TRUE,TRUE,FALSE,"78146643",1,"781466432015",3,2,16.6499996185303,13.1000003814697,15.6749994754791,2.61629428117072,1.34350261451456,FALSE,-0.715624910907961,0.518938464402606
"1883",25.6190981761257,26,1.94,24.06,2.5,5.5,37.5,1.08,4.42,88,14,11.5,3,2015,35,6250,6862,2,3,2.5,3,FALSE,FALSE,FALSE,7,TRUE,TRUE,TRUE,"68626250",1,"686262502015",3,3,21.4333337148031,19.6000003814697,18.1999994913737,2.67270119785464,0.721110096391785,FALSE,-1.74956725568901,1.68352584754236
"1885",34.9944413021006,36,6.57,29.43,5,11.5,51,4.24,7.26,87.7,17,18,4,2015,35,6536,7074,2,3,2.5,2,FALSE,FALSE,NA,5,TRUE,FALSE,TRUE,"70746536",1,"707465362015",4,4,18.4250000715256,14.5,15.0124998092651,4.24136395763862,1.23962340388997,TRUE,2.58568986930024,2.21268695100006
"1887",13.1185270425777,10,-0.380000000000001,10.38,2,0,19,-1.05,1.05,86.9,8,6,3,2015,37,4723,6461,3,6,4.5,5,TRUE,FALSE,FALSE,14,TRUE,FALSE,FALSE,"64614723",4,"646147232015",3,2,17,16.6000003814697,16.8499994277954,0.565684885469612,0.636395833328012,TRUE,-3.0726738355062,0.91942503113248
"1888",8,9,1.66,7.34,0,0,12,-0.39,0.39,90,4,4,3,2015,28,5407,5675,4,4,4,10,FALSE,FALSE,TRUE,9,FALSE,FALSE,FALSE,"56755407",1,"567554072015",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"1889",22.5507757260263,19,1.56,17.44,5.5,2.5,32,-0.16,2.66,85.6,11.5,11,3,2015,39,6955,6924,2,2,2,2,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"69246955",1,"692469552015",4,3,17.4333333969116,15.6999998092651,16.2666664123535,1.51437575200269,0.057734145952312,TRUE,-1.29541592902711,1.38094061835861
"1893",23.7039641650486,18.5,2.2,16.3,10.5,3.5,35,0.55,2.95,88.6,17,6.5,3.5,2015,44,6967,7160,2,2,2,1,FALSE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"71606967",1,"716069672015",4,3,21.9333337148031,20.7000007629395,17.7999998728434,1.0785790649165,0.199999809265907,TRUE,-0.328019397210117,1.23336127420006
"1894",22.8589024137345,18,3.39,14.61,10,5,34,2.805,2.195,89.2,6.5,16.5,3,2015,44,5284,7900,1,4,2.5,1,FALSE,FALSE,TRUE,10,TRUE,TRUE,FALSE,"79005284",1,"790052842015",3,2,15.8833333651225,8.30000019073486,15.649999777476,7.20000028610233,2.96141837933176,TRUE,-1.4246950639944,0.683610712273625
"1896",23.8879829687005,26.5,2.46,24.04,3.5,3.5,35.5,-0.69,4.19,89.15,10,13.5,3,2015,43,6724,6786,2,2,2,3,FALSE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"67866724",1,"678667242015",3,3,19.733333269755,18.8999996185303,15.9666666984558,0.360555444948506,0.305505275250109,FALSE,1.69574483767541,0.933616785983477
"1897",21.3982102908277,21,0.240000000000002,20.76,4,2,32,-0.485,2.485,89.7,8.5,12.5,2.5,2015,43,6974,6921,2,2,2,3,FALSE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"69216974",2,"692169742015",4,2,22.4499998092651,21.5,18.7000007629395,1.34350261451463,0.707106781186548,FALSE,-1.88484001242189,0.30662021445661
"1902",23.6871116317751,20,0.670000000000002,19.33,5.5,4,33.5,0.085,3.915,85.15,12.5,11,2,2015,50,6384,5424,4,3,3.5,7,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"54246384",1,"542463842015",2,2,22.1500005722046,21.7000007629395,18.6499996185303,0.636395833328012,0.353553390593274,TRUE,-2.06964302074323,0.188665581157607
"1904",22.4744608399546,25,8.82,16.18,2,8,33,5.13,2.87,88.1,12,10,3,2015,52,7942,7814,1,1,1,2,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,"78147942",1,"781479422015",5,3,17.6499996185303,16.8999996185303,16,1.06066017177982,0.848528676903482,FALSE,-0.464384468422554,3.04080882548903
"1906",19.7541974134163,18.5,0.899999999999999,17.6,4,4,29,1.87,2.13,88.2,7.5,11.5,2,2015,52,6370,8188,1,3,2,1,FALSE,FALSE,FALSE,6,FALSE,NA,NA,"81886370",1,"818863702015",4,2,22.75,20.8999996185303,18.3999996185303,2.61629562986985,0,FALSE,-0.893675632112713,2.61629562986985
"1908",11.8466898954704,9,-2.4,11.4,0,0,17,-0.49,0.49,86.1,6,6,4,2015,53,7641,5675,4,2,3,12,TRUE,FALSE,TRUE,4,TRUE,TRUE,FALSE,"56757641",2,"567576412015",4,2,12.3333336512248,6.80000019073486,14.7999998728434,5.02128812046598,1.99248577921735,FALSE,-3.01640393076696,1.39076771236554
"1909",32.1303841676367,27.5,6.07,21.43,8.5,9,46,2.42,6.58,85.9,15,16.5,4,2015,53,4967,7267,2,5,3.5,9,FALSE,TRUE,FALSE,14,FALSE,TRUE,FALSE,"72674967",2,"726749672015",5,4,18.7250001430511,14.8000001907349,17.6250004768372,3.01482450939246,0.722841733480924,TRUE,-3.13317678790184,1.90137516508606
"1911",25.6931113575968,19.5,-0.490000000000002,19.99,9,4.5,37.5,0.65,3.85,87.75,17.5,8.5,2,2015,47,8176,7615,1,1,1,1,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,"76158176",1,"761581762015",3,2,NA,NA,NA,NA,NA,NA,NA,NA
"1913",27.7759386706159,21,3.22,17.78,9,3,40,-0.95,3.95,86.4,9.5,18.5,4,2015,57,7897,6808,2,1,1.5,5,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,"68087897",2,"680878972015",5,3,16.5666669209798,12.5,16.4500002861023,2.77848889399573,0.953939441350449,TRUE,-2.5844601546193,1.35928858854186
"1914",10.3926096997691,11,2.72,8.28,2,0,15,-0.43,0.43,86.6,4,6,3,2015,59,4854,6923,2,5,3.5,6,FALSE,FALSE,TRUE,11,FALSE,FALSE,TRUE,"69234854",1,"692348542015",3,2,18.2000002861023,14.8000001907349,16.75,4.80832624693839,0.919238276062886,FALSE,-1.64228768335592,2.66316782821951
"1916",14.4805386537873,9.5,0.35,9.15,7,1,21,-0.395,1.395,87.1,4.5,9.5,2,2015,59,8304,6648,3,1,2,5,FALSE,FALSE,FALSE,1,FALSE,NA,NA,"66488304",1,"664883042015",5,1,23.7000007629395,23.7000007629395,19.6000003814697,NA,NA,FALSE,-2.70832283889641,NA
"1917",5.08474576271187,5,0.3,4.7,1,0,7,-0.4,0.4,82.6,2,3,3,2015,59,7679,7814,1,1,1,3,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,"78147679",1,"781476792015",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"1918",16.5071770334928,2,0,2,15,0,23,-0.31,0.31,83.6,1,16,2,2015,61,6643,7814,1,3,2,4,FALSE,FALSE,TRUE,7,TRUE,FALSE,FALSE,"78146643",2,"781466432015",3,2,17.2500002384186,9.80000019073486,15.625,7.70746431954315,1.9091888486833,TRUE,-0.000431907281569461,3.25213142237708
"1919",12.1212121212121,12,1.38,10.62,2,1,18,0.37,0.63,89.1,5,7,2,2015,59,8055,6923,2,1,1.5,7,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"69238055",1,"692380552015",3,2,16.4000000953674,11.5,15.5,5.65685424949238,2.40416346064402,FALSE,-0.56244806991521,0.0464356867822973
"1921",13.674072882609,14,2.33,11.67,0.5,1,18.5,0.105,0.895,80.55,6.5,7,2,2015,64,7040,6887,3,2,2.5,3,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,"68877040",1,"688770402015",3,2,27,26.7000007629395,20.3499994277954,0.424262989752541,0.0707109478585355,FALSE,-1.1362252871979,0.259250077383396
"1922",34.4147157190636,31.5,4.21,27.29,4,10.5,51.5,1.63,8.87,89.85,16,18,5,2015,66,8063,7532,1,1,1,1,FALSE,NA,NA,1,FALSE,FALSE,TRUE,"75328063",1,"753280632015",5,4,17.3200000762939,9.89999961853027,16.7799997329712,4.26638037486005,1.29305841067061,TRUE,-2.59140343326439,2.47064135114014
"1923",18.1598062953995,2,0,2,16,1,25,0.71,0.29,82.6,1,17,4,2015,64,6245,6687,2,4,3,2,FALSE,NA,NA,6,FALSE,FALSE,FALSE,"66876245",1,"668762452015",4,3,19.4333330790202,18.5,17.5,1.00664464189643,0.458257444630456,TRUE,-2.13685877294338,1.10612093172908
"1924",26.2107710189849,21,1.33,19.67,10,4.5,38.5,0.255,4.245,88,18,8,3,2015,65,7947,7689,1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"76897947",1,"768979472015",4,2,22.8000001907349,22.3999996185303,18.9499998092651,0.565686234168745,0.777817729045015,TRUE,-2.11080539464362,1.24944950717148
"1926",23.8471758122308,20.5,3.84,16.66,7,5,34,1.665,3.335,86.35,8.5,15.5,3,2015,67,5625,5195,4,4,4,8,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"51955625",8,"519556252015",3,3,21.1666666666667,20.5,18.7333335876465,0.585946592811511,0.611009509956142,FALSE,-3.24496771132175,1.33613113671569
"1927",36.2373737373738,33.5,8.25,25.25,2,11.5,52.5,3.45,8.05,87.2,17,19,4,2015,67,6555,6492,3,3,3,5,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,"64926555",4,"649265552015",4,4,20.900000333786,11.6999998092651,17.6000001430511,5.8980226414452,1.54272505987025,TRUE,-0.900579032083034,3.17291828514982
"1928",44.2516431830893,41.5,4.25,37.25,4.5,14.5,66,1.28,13.22,89.4,24.5,20,5,2015,68,6952,7710,1,2,1.5,1,FALSE,FALSE,TRUE,3,FALSE,TRUE,TRUE,"77106952",1,"771069522015",5,5,17.6200002670288,13,16.7599998474121,3.41789439762882,1.48761524811844,TRUE,-2.24532606931986,0.901500665877564
"1929",28.1030444964871,16,-0.760000000000002,16.76,12,3,40,-0.48,3.48,85.4,8,20,3,2015,69,4723,6461,3,6,4.5,6,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,"64614723",5,"646147232015",3,3,20.7666664123535,19.8999996185303,18.7000001271566,0.776745403811943,1.0535645968239,TRUE,-3.56817194457117,2.31617840321631
"1930",24.8625601926164,18,-0.199999999999999,18.2,8,4,37,1.17,2.83,89.3,9.5,15.5,2,2015,70,4976,5139,4,5,4.5,3,TRUE,NA,NA,5,TRUE,FALSE,FALSE,"51394976",3,"513949762015",2,2,26.1499996185303,25.3999996185303,19.3999996185303,1.06066017177982,0.848528676903551,FALSE,0.2024521430771,3.04080882548919
"1931",15.0525342342026,16,2.71,13.29,3,3,21.5,1.005,1.995,86.15,9,6,3,2015,70,7616,6270,3,1,2,7,FALSE,NA,NA,1,FALSE,FALSE,FALSE,"62707616",1,"627076162015",4,3,25.1000003814697,22.7000007629395,18.4666665395101,2.08086484718938,0.70237769531825,TRUE,1.30273270722942,1.26593311265016
"1932",19.9773804010971,19,2.13,16.87,3.5,1.5,27.5,-0.94,2.44,82.1,11.5,8,3,2015,70,8300,7703,1,1,1,1,FALSE,NA,NA,1,FALSE,NA,NA,"77038300",1,"770383002015",3,3,24.2999998728434,22.2000007629395,18.9000002543132,1.89999931736999,0.624500044176205,FALSE,-0.495613145701878,1.79263656820728
